Ants;Problem;itemtypes;itemcount;Time;packingtimeperiteration;OptSolution;

1024; 5; 915; 1002;338;336;335;335;335;334;334;334;334;333;333;333;334;333;334;111.54680;  333;
1024; 5; 915; 1002;337;336;335;334;334;334;334;334;334;334;333;334;333;334;334;111.47235;  333;
1024; 5; 915; 1002;337;336;335;335;335;334;334;334;334;334;334;334;334;334;334;111.55286;  334;
1024; 5; 915; 1002;337;336;334;334;334;334;334;334;334;334;333;333;333;334;334;111.62213;  333;
1024; 5; 915; 1002;338;336;335;335;335;334;334;334;333;334;334;334;334;333;334;111.45618;  333;
1024; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;111.49170;  334;
1024; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;333;333;333;334;111.47357;  333;
1024; 5; 915; 1002;337;336;335;335;335;334;334;334;334;334;334;333;333;334;334;111.53503;  333;
1024; 5; 915; 1002;338;336;335;335;335;334;334;334;334;334;334;334;334;334;334;111.51090;  334;
1024; 5; 915; 1002;338;336;335;335;335;335;334;334;334;334;334;334;334;333;333;111.64527;  333;
2048; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;148.84753;  334;
2048; 5; 915; 1002;338;336;335;335;335;334;334;334;334;334;334;334;334;334;334;148.75851;  334;
2048; 5; 915; 1002;338;336;335;335;335;334;334;334;334;334;334;334;334;334;334;148.72570;  334;
2048; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;148.72923;  334;
2048; 5; 915; 1002;337;335;335;335;335;334;334;334;334;334;334;334;334;334;334;148.88828;  334;
2048; 5; 915; 1002;338;335;334;335;335;334;334;334;334;334;334;334;334;334;334;148.83441;  334;
2048; 5; 915; 1002;338;336;335;335;334;334;334;334;334;334;334;334;334;334;334;148.78680;  334;
2048; 5; 915; 1002;338;336;335;335;334;334;334;334;334;334;334;334;334;334;334;148.82456;  334;
2048; 5; 915; 1002;338;335;335;335;335;334;334;333;334;334;334;334;334;334;334;148.94158;  333;
2048; 5; 915; 1002;337;336;335;335;335;334;334;334;334;334;334;334;334;334;334;148.78898;  334;
4096; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;266.01616;  334;
4096; 5; 915; 1002;338;336;335;335;334;334;334;334;334;334;334;334;334;334;334;266.07649;  334;
4096; 5; 915; 1002;337;336;335;335;335;334;334;334;334;334;334;334;334;334;334;266.01627;  334;
4096; 5; 915; 1002;338;335;335;335;334;334;334;334;334;334;334;334;334;334;334;266.03627;  334;
4096; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;266.02431;  334;
4096; 5; 915; 1002;338;335;335;335;334;334;334;334;334;334;334;334;334;334;334;265.98426;  334;
4096; 5; 915; 1002;338;336;335;335;334;334;334;334;334;334;334;334;334;334;334;265.90888;  334;
4096; 5; 915; 1002;337;336;335;335;334;334;334;334;334;334;334;334;334;334;334;265.94497;  334;
4096; 5; 915; 1002;338;336;335;335;334;334;334;334;334;334;334;334;334;334;334;266.09995;  334;
4096; 5; 915; 1002;337;335;335;335;334;334;334;334;334;334;334;334;334;334;334;266.02663;  334;
8192; 5; 915; 1002;337;335;335;334;334;334;334;334;334;334;334;334;334;334;334;748.48436;  334;
8192; 5; 915; 1002;338;335;335;335;334;334;334;334;334;334;334;334;334;334;334;747.89981;  334;
8192; 5; 915; 1002;337;335;335;335;334;334;334;334;334;334;334;334;334;334;334;748.01025;  334;
8192; 5; 915; 1002;338;335;335;335;334;334;334;334;334;334;334;334;334;334;334;748.03285;  334;
