Ants;Problem;itemtypes;itemcount;Time;packingtimeperiteration;OptSolution;

8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50584;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50850;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50560;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50737;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50671;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50389;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50528;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50599;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50747;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50821;  21;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.76259;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.75434;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.75658;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.75235;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.77226;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.74351;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.75146;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.72441;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.73721;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.75052;  66;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.12479;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.05618;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.22995;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.18204;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.12117;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.07975;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.18448;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.07329;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.15495;  133;
8192; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;116.01868;  133;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.70262;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.65298;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.35277;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.51144;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.86409;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.62619;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.48970;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;199;251.90847;  199;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.64005;  200;
8192; 3; 522; 600;201;200;200;200;200;200;200;200;200;200;200;200;200;200;200;251.79559;  200;
