Ants;Problem;itemtypes;itemcount;Time;packingtimeperiteration;OptSolution;

1024; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;20;21;20;0.45834;  20;
1024; 0; 50; 60;21;21;21;21;21;21;21;20;21;20;20;20;21;21;20;0.45865;  20;
1024; 0; 50; 60;21;21;21;21;21;21;21;21;20;20;21;21;21;21;21;0.45865;  20;
1024; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.45636;  21;
1024; 0; 50; 60;21;21;21;21;21;21;20;21;20;20;21;21;21;21;21;0.45805;  20;
1024; 0; 50; 60;21;21;21;21;21;21;20;21;21;20;20;21;20;21;20;0.45824;  20;
1024; 0; 50; 60;21;21;21;21;21;21;21;21;20;21;21;21;21;21;21;0.45858;  20;
1024; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;20;21;20;21;21;0.45852;  20;
1024; 0; 50; 60;21;21;21;21;21;20;21;21;21;21;21;21;20;21;20;0.45576;  20;
1024; 0; 50; 60;21;21;21;21;21;21;20;21;20;21;21;21;21;20;21;0.45825;  20;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59421;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;20;0.59447;  20;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59549;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59337;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59367;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;20;21;0.59422;  20;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;20;21;21;21;21;0.59525;  20;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59413;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59415;  21;
2048; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;0.59323;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00467;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00261;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00380;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00527;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00286;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00598;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00658;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00405;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00428;  21;
4096; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;1.00656;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50591;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50620;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50491;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50705;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50661;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50798;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50891;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50777;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50733;  21;
8192; 0; 50; 60;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;2.50785;  21;
1024; 1; 166; 201;66;65;66;66;65;66;65;66;66;66;65;65;66;65;66;3.95182;  65;
1024; 1; 166; 201;66;65;66;65;66;66;66;65;66;66;66;66;65;66;65;3.89178;  65;
1024; 1; 166; 201;66;65;66;65;66;65;65;65;65;66;65;66;65;65;65;3.96786;  65;
1024; 1; 166; 201;66;65;66;65;66;66;66;66;65;66;65;66;66;66;65;3.92707;  65;
1024; 1; 166; 201;66;65;66;65;65;65;66;66;66;66;65;66;65;66;65;3.89791;  65;
1024; 1; 166; 201;66;66;66;65;66;65;66;65;66;65;66;65;65;65;66;3.95350;  65;
1024; 1; 166; 201;66;66;66;66;66;66;65;66;66;65;65;66;66;65;65;3.89930;  65;
1024; 1; 166; 201;66;65;66;66;66;66;66;65;66;66;65;66;65;66;66;3.89850;  65;
1024; 1; 166; 201;66;65;65;65;65;65;65;66;65;65;65;65;66;65;66;3.93636;  65;
1024; 1; 166; 201;66;65;65;65;65;66;65;65;66;65;66;66;66;66;66;3.89875;  65;
2048; 1; 166; 201;66;65;66;66;66;65;66;66;66;66;66;66;66;66;66;5.15193;  65;
2048; 1; 166; 201;65;65;66;66;66;66;66;66;65;66;66;66;66;66;66;5.15178;  65;
2048; 1; 166; 201;66;66;66;66;66;65;66;66;66;66;65;66;66;65;66;5.15675;  65;
2048; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;65;5.15446;  65;
2048; 1; 166; 201;66;66;66;66;66;65;65;66;66;66;66;65;66;65;65;5.18658;  65;
2048; 1; 166; 201;66;65;66;66;66;66;66;66;66;66;65;66;66;66;66;5.15610;  65;
2048; 1; 166; 201;66;66;66;66;65;66;66;66;65;66;66;66;65;66;66;5.15384;  65;
2048; 1; 166; 201;66;66;66;66;65;66;65;66;66;66;66;66;66;65;66;5.17746;  65;
2048; 1; 166; 201;66;66;65;65;66;66;65;65;65;66;66;66;66;66;66;5.15518;  65;
2048; 1; 166; 201;66;66;65;65;66;66;66;65;66;66;66;66;66;66;65;5.21577;  65;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.24004;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.24815;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.24284;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.23508;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.23276;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.24393;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.22982;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.23425;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.23682;  66;
4096; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;9.23308;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.72794;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.66723;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.68094;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.71339;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.68176;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.69337;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.71475;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.70206;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.67945;  66;
8192; 1; 166; 201;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;26.69324;  66;
1024; 2; 358; 402;134;134;133;133;133;132;133;133;133;132;132;132;132;133;133;17.43939;  132;
1024; 2; 358; 402;134;134;133;133;133;133;133;132;133;133;133;132;133;132;132;17.45282;  132;
1024; 2; 358; 402;134;133;133;132;132;132;133;133;133;133;133;132;132;133;133;17.43470;  132;
1024; 2; 358; 402;134;134;133;133;133;133;132;132;133;132;133;133;133;133;133;17.43562;  132;
1024; 2; 358; 402;134;133;133;133;133;133;133;132;133;133;133;133;132;133;133;17.43512;  132;
1024; 2; 358; 402;134;133;133;133;133;132;133;133;132;132;132;132;133;132;133;17.52313;  132;
1024; 2; 358; 402;134;133;133;133;132;132;133;132;133;132;132;133;132;132;132;17.45696;  132;
1024; 2; 358; 402;134;133;133;133;132;132;132;132;132;132;132;132;133;132;132;17.52537;  132;
1024; 2; 358; 402;134;133;133;132;133;133;132;132;132;132;132;132;133;133;133;17.53135;  132;
1024; 2; 358; 402;134;134;133;133;132;133;132;132;132;132;132;133;132;133;133;17.46201;  132;
2048; 2; 358; 402;134;134;133;133;133;133;133;133;133;133;133;133;133;132;133;22.96120;  132;
2048; 2; 358; 402;134;134;133;133;133;133;133;133;133;132;133;133;133;133;133;22.94958;  132;
2048; 2; 358; 402;134;134;133;133;133;133;133;133;133;133;133;133;133;133;133;22.94984;  133;
2048; 2; 358; 402;134;133;133;133;133;133;133;132;133;133;133;133;133;132;133;22.96111;  132;
2048; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;132;133;133;22.94469;  132;
2048; 2; 358; 402;134;134;133;133;133;133;133;133;133;133;133;133;133;133;133;22.95553;  133;
2048; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;132;22.96188;  132;
2048; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;22.97333;  133;
2048; 2; 358; 402;134;133;133;133;133;133;133;133;133;133;133;133;133;133;133;22.95188;  133;
2048; 2; 358; 402;134;133;133;133;133;133;133;133;132;133;132;133;133;133;132;22.93809;  132;
