50;1;1024;0.022354
50;1;2048;0.022696
50;1;4096;0.03429975
50;1;8192;0.0605635
50;3;1024;0.09315325
50;3;2048;0.08932825
50;3;4096;0.104254
50;3;8192;0.15800275
50;4;1024;0.12546775
50;4;2048;0.1307455
50;4;4096;0.14225025
50;4;8192;0.21159025
50;5;1024;0.25546725
50;5;2048;0.26932875
50;5;4096;0.27953125
50;5;8192;0.410933
50;6;1024;0.3796225
50;6;2048;0.380952
50;6;4096;0.397842
50;6;8192;0.5679955
50;7;1024;0.62565025
50;7;2048;0.629708
50;7;4096;0.639944
50;7;8192;0.92317275
