 1024 , 166 , 201 , 0.8512, 0.8551, 66 ,
 1024 , 166 , 201 , 0.7987, 0.8024, 66 ,
 1024 , 166 , 201 , 0.7968, 0.8005, 66 ,
 1024 , 166 , 201 , 0.7979, 0.8014, 66 ,
 1024 , 166 , 201 , 0.7977, 0.8013, 66 ,
 1024 , 166 , 201 , 0.8006, 0.8042, 66 ,
 1024 , 166 , 201 , 0.8024, 0.8061, 66 ,
 1024 , 166 , 201 , 0.7984, 0.8021, 66 ,
 1024 , 166 , 201 , 0.7998, 0.8034, 66 ,
 1024 , 166 , 201 , 0.7995, 0.8031, 66 , 66.000000 
 2048 , 166 , 201 , 0.9976, 1.0032, 66 ,
 2048 , 166 , 201 , 1.0016, 1.0080, 66 ,
 2048 , 166 , 201 , 0.9973, 1.0029, 66 ,
 2048 , 166 , 201 , 0.9975, 1.0031, 66 ,
 2048 , 166 , 201 , 0.9988, 1.0044, 66 ,
 2048 , 166 , 201 , 1.0037, 1.0093, 66 ,
 2048 , 166 , 201 , 1.0036, 1.0092, 66 ,
 2048 , 166 , 201 , 1.0042, 1.0098, 66 ,
 2048 , 166 , 201 , 1.0032, 1.0088, 66 ,
 2048 , 166 , 201 , 1.0035, 1.0091, 66 , 66.000000 
 4096 , 166 , 201 , 1.2017, 1.2103, 66 ,
 4096 , 166 , 201 , 1.2015, 1.2100, 66 ,
 4096 , 166 , 201 , 1.2003, 1.2088, 66 ,
 4096 , 166 , 201 , 1.2017, 1.2102, 66 ,
 4096 , 166 , 201 , 1.2018, 1.2103, 66 ,
 4096 , 166 , 201 , 1.2020, 1.2105, 66 ,
 4096 , 166 , 201 , 1.2080, 1.2166, 66 ,
 4096 , 166 , 201 , 1.2096, 1.2182, 66 ,
 4096 , 166 , 201 , 1.2108, 1.2195, 66 ,
 4096 , 166 , 201 , 1.2117, 1.2202, 66 , 66.000000 
 8192 , 166 , 201 , 1.5688, 1.5830, 66 ,
 8192 , 166 , 201 , 1.5692, 1.5834, 66 ,
 8192 , 166 , 201 , 1.5688, 1.5830, 66 ,
 8192 , 166 , 201 , 1.5693, 1.5836, 66 ,
 8192 , 166 , 201 , 1.5690, 1.5832, 66 ,
 8192 , 166 , 201 , 1.5691, 1.5834, 66 ,
 8192 , 166 , 201 , 1.5724, 1.5866, 66 ,
 8192 , 166 , 201 , 1.5766, 1.5909, 66 ,
 8192 , 166 , 201 , 1.5752, 1.5895, 66 ,
 8192 , 166 , 201 , 1.5750, 1.5893, 66 , 66.000000 
 End Of Execution 
