1024 , 3,522 , 600 , 8.2261, 8.2342, 200 ,
1024 , 3,522 , 600 , 8.2038, 8.2118, 200 ,
1024 , 3,522 , 600 , 8.2052, 8.2132, 200 ,
1024 , 3,522 , 600 , 8.2385, 8.2465, 200 ,
1024 , 3,522 , 600 , 8.2390, 8.2471, 200 ,
1024 , 3,522 , 600 , 8.2688, 8.2769, 200 ,
1024 , 3,522 , 600 , 8.3084, 8.3165, 200 ,
1024 , 3,522 , 600 , 8.3022, 8.3102, 200 ,
1024 , 3,522 , 600 , 8.3051, 8.3132, 200 ,
1024 , 3,522 , 600 , 8.3096, 8.3177, 200 , 200.000000 
 2048 , 3,522 , 600 , 10.0851, 10.0973, 200 ,
 2048 , 3,522 , 600 , 10.0896, 10.1016, 200 ,
 2048 , 3,522 , 600 , 10.0955, 10.1075, 200 ,
 2048 , 3,522 , 600 , 10.0857, 10.0977, 200 ,
 2048 , 3,522 , 600 , 10.0970, 10.1090, 200 ,
 2048 , 3,522 , 600 , 10.1341, 10.1463, 200 ,
 2048 , 3,522 , 600 , 10.1415, 10.1536, 200 ,
 2048 , 3,522 , 600 , 10.1390, 10.1513, 200 ,
 2048 , 3,522 , 600 , 10.1357, 10.1478, 200 ,
 2048 , 3,522 , 600 , 10.1423, 10.1543, 200 , 200.000000 
 4096 , 3, 522 , 600 , 11.9921, 12.0094, 200 ,
 4096 , 3, 522 , 600 , 11.9957, 12.0129, 200 ,
 4096 , 3, 522 , 600 , 12.0253, 12.0426, 200 ,
 4096 , 3, 522 , 600 , 12.0844, 12.1018, 200 ,
 4096 , 3, 522 , 600 , 12.0832, 12.1005, 200 ,
 4096 , 3, 522 , 600 , 12.0797, 12.0971, 200 ,
 4096 , 3, 522 , 600 , 12.0810, 12.0984, 200 ,
 4096 , 3, 522 , 600 , 12.0832, 12.1006, 200 ,
 4096 , 3, 522 , 600 , 12.0828, 12.1002, 200 ,
 4096 , 3, 522 , 600 , 12.0867, 12.1041, 200 , 200.000000 
 8192 , 3,  522 , 600 , 15.5817, 15.6068, 200 ,
 8192 ,  3,  522 , 600 , 15.5827, 15.6079, 200 ,
 8192 ,  3,  522 , 600 , 15.5961, 15.6212, 200 ,
 8192 ,  3,  522 , 600 , 15.6607, 15.6860, 200 ,
 8192 ,  3,  522 , 600 , 15.6692, 15.6945, 200 ,
 8192 ,  3,  522 , 600 , 15.6659, 15.6911, 200 ,
 8192 ,  3,  522 , 600 , 15.6599, 15.6852, 200 ,
 8192 ,  3,  522 , 600 , 15.6676, 15.6929, 200 ,
 8192 ,  3,  522 , 600 , 15.6668, 15.6921, 200 ,
 8192 ,  3,  522 , 600 , 15.6666, 15.6919, 200 , 200.000000 
 End Of Execution 
