 1024 , 915 , 1002 , 23.9455, 23.9589, 336 ,
 1024 , 915 , 1002 , 24.0482, 24.0615, 337 ,
 1024 , 915 , 1002 , 24.0860, 24.0993, 337 ,
 1024 , 915 , 1002 , 24.2157, 24.2291, 337 ,
 1024 , 915 , 1002 , 24.2345, 24.2479, 336 ,
 1024 , 915 , 1002 , 24.2166, 24.2299, 336 ,
 1024 , 915 , 1002 , 24.3241, 24.3375, 336 ,
 1024 , 915 , 1002 , 24.4091, 24.4225, 337 ,
 1024 , 915 , 1002 , 24.4123, 24.4257, 336 ,
 1024 , 915 , 1002 , 24.4187, 24.4321, 336 , 336.400000 
 2048 , 915 , 1002 , 30.9128, 30.9322, 337 ,
 2048 , 915 , 1002 , 30.9093, 30.9287, 336 ,
 2048 , 915 , 1002 , 30.9030, 30.9223, 336 ,
 2048 , 915 , 1002 , 30.9229, 30.9422, 336 ,
 2048 , 915 , 1002 , 30.9319, 30.9512, 336 ,
 2048 , 915 , 1002 , 30.9214, 30.9407, 336 ,
 2048 , 915 , 1002 , 30.9275, 30.9468, 336 ,
 2048 , 915 , 1002 , 30.9131, 30.9324, 336 ,
 2048 , 915 , 1002 , 30.9208, 30.9401, 336 ,
 2048 , 915 , 1002 , 30.9399, 30.9593, 336 , 336.100000 
 4096 , 915 , 1002 , 37.6772, 37.7034, 336 ,
 4096 , 915 , 1002 , 37.6652, 37.6914, 336 ,
 4096 , 915 , 1002 , 37.6542, 37.6804, 336 ,
 4096 , 915 , 1002 , 37.6761, 37.7022, 336 ,
 4096 , 915 , 1002 , 37.6707, 37.6969, 336 ,
 4096 , 915 , 1002 , 37.6825, 37.7087, 336 ,
 4096 , 915 , 1002 , 37.6732, 37.6994, 336 ,
 4096 , 915 , 1002 , 37.6894, 37.7156, 336 ,
 4096 , 915 , 1002 , 37.6663, 37.6926, 336 ,
 4096 , 915 , 1002 , 37.6721, 37.6983, 336 , 336.000000 
 8192 , 915 , 1002 , 48.7456, 48.7817, 336 ,
 8192 , 915 , 1002 , 48.8201, 48.8564, 336 ,
 8192 , 915 , 1002 , 48.8131, 48.8494, 336 ,
 8192 , 915 , 1002 , 48.8385, 48.8748, 336 ,
 8192 , 915 , 1002 , 48.8241, 48.8602, 336 ,
 8192 , 915 , 1002 , 48.8323, 48.8685, 336 ,
 8192 , 915 , 1002 , 48.8166, 48.8528, 336 ,
 8192 , 915 , 1002 , 48.8182, 48.8545, 336 ,
 8192 , 915 , 1002 , 48.8166, 48.8529, 336 ,
 8192 , 915 , 1002 , 48.8366, 48.8728, 336 , 336.000000 
 End Of Execution 
