 1024 , 712 , 801 , 14.0490, 14.0598, 269 ,
 1024 , 712 , 801 , 14.0445, 14.0553, 268 ,
 1024 , 712 , 801 , 14.0666, 14.0775, 268 ,
 1024 , 712 , 801 , 14.1439, 14.1548, 268 ,
 1024 , 712 , 801 , 14.1773, 14.1884, 268 ,
 1024 , 712 , 801 , 14.3100, 14.3209, 268 ,
 1024 , 712 , 801 , 14.3003, 14.3113, 268 ,
 1024 , 712 , 801 , 14.2986, 14.3095, 268 ,
 1024 , 712 , 801 , 14.2954, 14.3063, 268 ,
 1024 , 712 , 801 , 14.3467, 14.3577, 268 , 268.100000 
 2048 , 712 , 801 , 17.1317, 17.1484, 268 ,
 2048 , 712 , 801 , 17.1423, 17.1590, 268 ,
 2048 , 712 , 801 , 17.1218, 17.1385, 268 ,
 2048 , 712 , 801 , 17.1301, 17.1468, 268 ,
 2048 , 712 , 801 , 17.2223, 17.2391, 268 ,
 2048 , 712 , 801 , 17.2723, 17.2891, 268 ,
 2048 , 712 , 801 , 17.2602, 17.2770, 268 ,
 2048 , 712 , 801 , 17.2709, 17.2877, 268 ,
 2048 , 712 , 801 , 17.2650, 17.2818, 268 ,
 2048 , 712 , 801 , 17.2701, 17.2869, 268 , 268.000000 
 4096 , 712 , 801 , 20.2990, 20.3225, 268 ,
 4096 , 712 , 801 , 20.2934, 20.3168, 268 ,
 4096 , 712 , 801 , 20.3011, 20.3246, 268 ,
 4096 , 712 , 801 , 20.3036, 20.3271, 268 ,
 4096 , 712 , 801 , 20.3070, 20.3304, 268 ,
 4096 , 712 , 801 , 20.3031, 20.3265, 268 ,
 4096 , 712 , 801 , 20.3049, 20.3284, 268 ,
 4096 , 712 , 801 , 20.3015, 20.3250, 268 ,
 4096 , 712 , 801 , 20.2873, 20.3107, 268 ,
 4096 , 712 , 801 , 20.2948, 20.3182, 268 , 268.000000 
 8192 , 712 , 801 , 27.3178, 27.3498, 268 ,
 8192 , 712 , 801 , 27.3028, 27.3346, 268 ,
 8192 , 712 , 801 , 27.2963, 27.3282, 268 ,
 8192 , 712 , 801 , 27.3187, 27.3505, 268 ,
 8192 , 712 , 801 , 27.3329, 27.3648, 268 ,
 8192 , 712 , 801 , 27.3063, 27.3382, 268 ,
 8192 , 712 , 801 , 27.3284, 27.3603, 268 ,
 8192 , 712 , 801 , 27.3176, 27.3495, 268 ,
 8192 , 712 , 801 , 27.3144, 27.3463, 268 ,
 8192 , 712 , 801 , 27.3195, 27.3514, 268 , 268.000000 
 End Of Execution 
