10;50;7;1024;0.615735
10;50;7;2048;0.615737
10;50;7;4096;0.622155
10;50;7;8192;0.862915
10;50;6;1024;0.397846
10;50;6;2048;0.39358
10;50;6;4096;0.402307
10;50;6;8192;0.565763
10;50;5;1024;0.251008
10;50;5;2048;0.245058
10;50;5;4096;0.25215
10;50;5;8192;0.353181
10;50;4;1024;0.128655
10;50;4;4096;0.123825
10;50;4;4096;0.129593
10;50;4;8192;0.181554
10;50;3;1024;0.082243
10;50;3;2048;0.081084
10;50;3;4096;0.08511
10;50;3;8192;0.124861
10;50;1;1024;0.018599
10;50;1;2048;0.018378
10;50;1;4096;0.020969
10;50;1;8192;0.033895
