9;50;7;1024;0.596263333333333
9;50;7;2048;0.611441777777778
9;50;7;4096;0.629895888888889
9;50;7;8192;0.877538111111111
9;50;6;1024;0.361529111111111
9;50;6;2048;0.370801
9;50;6;4096;0.385006555555556
9;50;6;8192;0.555832111111111
9;50;5;1024;0.257120888888889
9;50;5;2048;0.260898555555555
9;50;5;4096;0.278582111111111
9;50;5;8192;0.393300333333333
9;50;4;1024;0.124112444444444
9;50;4;2048;0.129230888888889
9;50;4;4096;0.138703777777778
9;50;4;8192;0.203384888888889
9;50;3;1024;0.087233555555556
9;50;3;2048;0.089058777777778
9;50;3;4096;0.103008555555556
9;50;3;8192;0.145452777777778
9;50;1;1024;0.019708
9;50;1;2048;0.022647555555556
9;50;1;4096;0.032792222222222
9;50;1;8192;0.058443777777778
