Ants;Problem;itemtypes;itemcount;Time;packingtimeperiteration;OptSolution;

1024; 0; 50; 60;0.16675;  21;
1024; 0; 50; 60;0.17053;  21;
1024; 0; 50; 60;0.16396;  21;
1024; 0; 50; 60;0.17101;  21;
1024; 0; 50; 60;0.16260;  21;
1024; 0; 50; 60;0.17063;  21;
1024; 0; 50; 60;0.16362;  21;
1024; 0; 50; 60;0.16513;  21;
1024; 0; 50; 60;0.16218;  21;
1024; 0; 50; 60;0.17115;  21;
2048; 0; 50; 60;0.19194;  21;
2048; 0; 50; 60;0.19583;  21;
2048; 0; 50; 60;0.19619;  20;
2048; 0; 50; 60;0.18988;  21;
2048; 0; 50; 60;0.19514;  20;
2048; 0; 50; 60;0.19210;  21;
2048; 0; 50; 60;0.19713;  21;
2048; 0; 50; 60;0.19562;  21;
2048; 0; 50; 60;0.19638;  21;
2048; 0; 50; 60;0.19645;  20;
4096; 0; 50; 60;0.20525;  21;
4096; 0; 50; 60;0.21472;  21;
4096; 0; 50; 60;0.21466;  20;
4096; 0; 50; 60;0.21442;  21;
4096; 0; 50; 60;0.21173;  21;
4096; 0; 50; 60;0.21465;  21;
4096; 0; 50; 60;0.21407;  21;
4096; 0; 50; 60;0.21422;  21;
4096; 0; 50; 60;0.21494;  21;
4096; 0; 50; 60;0.21414;  21;
8192; 0; 50; 60;0.26174;  21;
8192; 0; 50; 60;0.26190;  21;
8192; 0; 50; 60;0.26194;  21;
8192; 0; 50; 60;0.25523;  21;
8192; 0; 50; 60;0.26182;  20;
8192; 0; 50; 60;0.26166;  21;
8192; 0; 50; 60;0.26153;  21;
8192; 0; 50; 60;0.26359;  20;
8192; 0; 50; 60;0.26200;  21;
8192; 0; 50; 60;0.25800;  20;
1024; 1; 166; 201;0.85515;  66;
1024; 1; 166; 201;0.86289;  66;
1024; 1; 166; 201;0.85396;  66;
1024; 1; 166; 201;0.86076;  66;
1024; 1; 166; 201;0.85999;  66;
1024; 1; 166; 201;0.85938;  66;
1024; 1; 166; 201;0.86172;  66;
1024; 1; 166; 201;0.86234;  66;
1024; 1; 166; 201;0.86021;  66;
1024; 1; 166; 201;0.86265;  66;
2048; 1; 166; 201;1.06738;  66;
2048; 1; 166; 201;1.06763;  66;
2048; 1; 166; 201;1.06125;  65;
2048; 1; 166; 201;1.06753;  66;
2048; 1; 166; 201;1.06350;  66;
2048; 1; 166; 201;1.06735;  66;
2048; 1; 166; 201;1.06647;  66;
2048; 1; 166; 201;1.06775;  66;
2048; 1; 166; 201;1.06808;  66;
2048; 1; 166; 201;1.06988;  66;
4096; 1; 166; 201;1.28560;  65;
4096; 1; 166; 201;1.28974;  65;
