,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.20441,0.0,0.684461,0.0,0.741848,45.154205,1.728678,3.1704230000000004,32.297868,24.21326,247.525248
1,0.0,0.212589,0.0,0.691732,0.0,0.722943,47.915369,2.8496390000000003,3.202648,39.751504,24.461959,283.31039300000003
2,0.0,0.212571,0.0,1.020104,0.0,1.047551,82.02141700000001,2.857805,4.928253,63.15132000000001,40.002528,456.706511
3,0.0,0.21949999999999997,0.0,1.273151,0.0,1.301913,125.05816399999999,4.225627,7.153515999999999,97.58080699999998,61.969066,702.348121
