10;50;1;1024;0.020443333333333
10;50;1;2048;0.018663333333333
10;50;1;4096;0.022305555555556
10;50;1;8192;0.035958888888889
10;50;3;1024;0.077893333333333
10;50;3;2048;0.083525555555556
10;50;3;4096;0.089561111111111
10;50;3;8192;0.13321
10;50;4;1024;0.123561111111111
10;50;4;2048;0.125878888888889
10;50;4;4096;0.133766666666667
10;50;4;8192;0.186914444444444
10;50;5;1024;0.247604444444444
10;50;5;2048;0.250883333333333
10;50;5;4096;0.25992
10;50;5;8192;0.36868
10;50;6;1024;0.399914444444444
10;50;6;2048;0.407487777777778
10;50;6;4096;0.4229
10;50;6;8192;0.592632222222222
10;50;7;1024;0.635013333333333
10;50;7;2048;0.642598888888889
10;50;7;4096;0.655777777777778
10;50;7;8192;0.902704444444445
