Ants;Problem;itemtypes;itemcount;Time;packingtimeperiteration;OptSolution;

1024; 3; 522; 600; 8.4320, 8.45594;  200;
1024; 3; 522; 600; 8.4405, 8.46429;  200;
1024; 3; 522; 600; 8.4328, 8.45651;  200;
1024; 3; 522; 600; 8.4412, 8.46552;  200;
1024; 3; 522; 600; 8.4412, 8.46524;  200;
1024; 3; 522; 600; 8.4409, 8.46518;  200;
2048; 3; 522; 600; 10.2145, 10.24887;  200;
2048; 3; 522; 600; 10.2185, 10.25325;  200;
2048; 3; 522; 600; 10.2142, 10.24867;  200;
2048; 3; 522; 600; 10.2130, 10.24751;  200;
2048; 3; 522; 600; 10.2135, 10.24824;  200;
2048; 3; 522; 600; 10.2119, 10.24625;  200;
2048; 3; 522; 600; 10.2225, 10.25742;  200;
2048; 3; 522; 600; 10.2069, 10.24109;  200;
2048; 3; 522; 600; 10.2082, 10.24250;  200;
2048; 3; 522; 600; 10.2154, 10.24982;  200;
4096; 3; 522; 600; 12.1474, 12.19732;  200;
4096; 3; 522; 600; 12.0633, 12.10983;  200;
4096; 3; 522; 600; 12.1727, 12.22220;  200;
4096; 3; 522; 600; 12.1117, 12.15913;  200;
4096; 3; 522; 600; 12.0931, 12.14098;  200;
4096; 3; 522; 600; 12.0662, 12.11297;  200;
4096; 3; 522; 600; 12.0855, 12.13306;  200;
4096; 3; 522; 600; 12.0796, 12.12637;  200;
4096; 3; 522; 600; 12.0735, 12.12049;  200;
4096; 3; 522; 600; 12.1136, 12.16081;  200;
8192; 3; 522; 600; 15.5117, 15.57399;  200;
8192; 3; 522; 600; 15.5376, 15.60360;  200;
8192; 3; 522; 600; 15.9055, 15.97609;  200;
8192; 3; 522; 600; 15.6832, 15.74830;  200;
8192; 3; 522; 600; 15.6558, 15.71843;  200;
8192; 3; 522; 600; 15.5644, 15.62680;  200;
8192; 3; 522; 600; 15.7047, 15.77030;  200;
8192; 3; 522; 600; 15.7684, 15.83660;  200;
8192; 3; 522; 600; 15.7184, 15.78596;  199;
8192; 3; 522; 600; 15.7492, 15.81628;  200;
1024; 4; 712; 801; 15.1042, 15.13797;  268;
1024; 4; 712; 801; 15.0979, 15.13199;  267;
1024; 4; 712; 801; 15.0979, 15.13195;  267;
1024; 4; 712; 801; 15.0901, 15.12411;  267;
1024; 4; 712; 801; 14.9894, 15.02923;  267;
1024; 4; 712; 801; 14.9740, 15.02042;  268;
1024; 4; 712; 801; 14.9838, 15.01754;  268;
1024; 4; 712; 801; 15.0283, 15.06233;  268;
1024; 4; 712; 801; 14.9950, 15.02890;  268;
1024; 4; 712; 801; 14.9820, 15.01609;  267;
2048; 4; 712; 801; 17.8808, 17.93081;  268;
2048; 4; 712; 801; 17.8683, 17.91853;  268;
2048; 4; 712; 801; 17.8826, 17.93300;  268;
2048; 4; 712; 801; 17.8787, 17.92851;  268;
2048; 4; 712; 801; 17.8848, 17.93451;  268;
2048; 4; 712; 801; 17.9048, 17.95508;  268;
2048; 4; 712; 801; 17.8876, 17.93790;  268;
2048; 4; 712; 801; 17.8778, 17.92729;  268;
2048; 4; 712; 801; 17.8631, 17.91310;  268;
2048; 4; 712; 801; 17.8847, 17.93413;  267;
4096; 4; 712; 801; 20.9447, 21.01336;  268;
4096; 4; 712; 801; 20.9293, 20.99727;  268;
4096; 4; 712; 801; 20.9888, 21.05723;  268;
4096; 4; 712; 801; 21.1234, 21.19202;  268;
4096; 4; 712; 801; 21.1598, 21.22902;  268;
4096; 4; 712; 801; 21.0999, 21.16841;  268;
4096; 4; 712; 801; 21.1195, 21.18876;  268;
4096; 4; 712; 801; 21.0994, 21.16789;  268;
4096; 4; 712; 801; 21.1187, 21.18825;  268;
4096; 4; 712; 801; 21.0969, 21.16556;  268;
8192; 4; 712; 801; 27.9530, 28.04394;  268;
8192; 4; 712; 801; 27.9813, 28.07259;  268;
8192; 4; 712; 801; 27.9811, 28.07193;  267;
8192; 4; 712; 801; 28.0081, 28.09901;  268;
8192; 4; 712; 801; 28.1085, 28.19962;  268;
8192; 4; 712; 801; 28.1421, 28.23407;  268;
8192; 4; 712; 801; 28.1370, 28.22882;  268;
8192; 4; 712; 801; 28.1382, 28.23022;  268;
8192; 4; 712; 801; 28.1155, 28.20724;  268;
8192; 4; 712; 801; 28.1120, 28.20312;  268;
1024; 5; 915; 1002; 25.8317, 25.87484;  335;
1024; 5; 915; 1002; 25.6493, 25.69212;  335;
1024; 5; 915; 1002; 25.6332, 25.67597;  335;
1024; 5; 915; 1002; 25.6324, 25.67485;  335;
1024; 5; 915; 1002; 25.6233, 25.66559;  335;
1024; 5; 915; 1002; 25.4334, 25.47587;  335;
1024; 5; 915; 1002; 25.4489, 25.49133;  335;
1024; 5; 915; 1002; 25.4318, 25.47429;  335;
1024; 5; 915; 1002; 25.4066, 25.44907;  335;
1024; 5; 915; 1002; 25.4487, 25.49052;  335;
2048; 5; 915; 1002; 32.2307, 32.29743;  335;
2048; 5; 915; 1002; 32.2191, 32.28134;  336;
2048; 5; 915; 1002; 32.2082, 32.27027;  335;
2048; 5; 915; 1002; 32.2027, 32.26470;  336;
2048; 5; 915; 1002; 32.2195, 32.28158;  336;
2048; 5; 915; 1002; 32.2227, 32.28521;  336;
2048; 5; 915; 1002; 32.2277, 32.29034;  335;
2048; 5; 915; 1002; 32.2287, 32.29140;  335;
2048; 5; 915; 1002; 32.1923, 32.25437;  335;
2048; 5; 915; 1002; 32.2513, 32.31297;  335;
4096; 5; 915; 1002; 39.3436, 39.42980;  335;
4096; 5; 915; 1002; 39.5863, 39.67478;  335;
4096; 5; 915; 1002; 39.5441, 39.63192;  335;
4096; 5; 915; 1002; 39.5222, 39.60848;  335;
4096; 5; 915; 1002; 39.4649, 39.55169;  335;
4096; 5; 915; 1002; 39.4906, 39.57609;  335;
4096; 5; 915; 1002; 39.5450, 39.63217;  336;
4096; 5; 915; 1002; 39.4910, 39.57718;  335;
4096; 5; 915; 1002; 39.6066, 39.69571;  335;
4096; 5; 915; 1002; 39.5240, 39.61091;  336;
8192; 5; 915; 1002; 50.5950, 50.70954;  335;
8192; 5; 915; 1002; 50.7251, 50.84311;  335;
8192; 5; 915; 1002; 50.5853, 50.69915;  335;
8192; 5; 915; 1002; 50.6817, 50.79751;  335;
8192; 5; 915; 1002; 50.6305, 50.74475;  335;
8192; 5; 915; 1002; 50.8184, 50.93680;  335;
8192; 5; 915; 1002; 50.6036, 50.71773;  335;
8192; 5; 915; 1002; 50.9084, 51.03016;  335;
8192; 5; 915; 1002; 50.6562, 50.77167;  335;
8192; 5; 915; 1002; 50.8679, 50.98683;  335;
