4;50;1;1024;0.011355
4;50;1;2048;0.01698325
4;50;1;4096;0.02791
4;50;1;8192;0.050605
4;50;3;1024;0.03985425
4;50;3;2048;0.04487
4;50;3;4096;0.05832225
4;50;3;8192;0.08259475
4;50;4;1024;0.0570885
4;50;4;2048;0.06362975
4;50;4;4096;0.077216
4;50;4;8192;0.10680575
4;50;5;1024;0.11255325
4;50;5;2048;0.1223735
4;50;5;4096;0.13481425
4;50;5;8192;0.1790615
4;50;6;1024;0.1542885
4;50;6;2048;0.16078225
4;50;6;4096;0.173288
4;50;6;8192;0.24281025
4;50;7;1024;0.2522775
4;50;7;2048;0.26111275
4;50;7;4096;0.275441
4;50;7;8192;0.36736175
