High Level,,,,,,,,,
38,194,198,318,442,783,1002,1173,1291,2392
0.186472,0.782333333333333,0.851751,2.10327166666667,3.46407666666667,12.8704216666667,25.529198,34.2009556666667,46.744391,252.647606666667
0.189331666666667,0.796914666666667,0.861003666666666,2.098495,3.47356,13.6208396666667,26.1164923333333,40.2296046666667,51.3059236666667,304.259514
0.192341,0.938082,1.00060733333333,2.66461766666667,4.96110066666667,25.191244,43.6573006666667,72.3209853333333,91.888371,462.256158666667
0.198994666666667,1.78879333333333,1.80385333333333,6.261093,14.2239843333333,56.4066537931034,93.510434,158.964602666667,197.169925666667,969.703844482759
,,,,,,,,,
0.186,0.782,0.852,2.103,3.464,12.87,25.529,34.201,46.744,252.648
0.189,0.797,0.861,2.098,3.474,13.621,26.116,40.23,51.306,304.26
0.192,0.938,1.001,2.665,4.961,25.191,43.657,72.321,91.888,462.256
0.199,1.789,1.804,6.261,14.224,56.407,93.51,158.965,197.17,969.704
,,,,,,,,,
Low Level,,,,,,,,,
38,194,198,318,442,783,1002,1173,1291,2392
0.1445442,1.0727694,1.0638234,2.7919154,5.3070878,20.7967696,39.8217522,54.15656,65.798,3820.7907944
0.105885,1.339634,1.3592042,3.5540466,6.4112918,22.837535,42.611128,57.949,70.614,5611.7870556
0.1198336,2.4095516,2.4329816,5.4861008,9.3522782,30.5553868,54.3332012,74.179,95.379,9785.217211
0.319945,5.0477326,5.102866,11.0646296,21.6662028,78.5773348,125.1715926,171.367,213.153,18310.3067162
