10;50;1;1024;0.053848888888889
10;50;1;2048;0.073575555555556
10;50;1;4096;0.113261111111111
10;50;1;8192;0.196308888888889
10;50;3;1024;0.227583333333333
10;50;3;2048;0.249684444444444
10;50;3;4096;0.302197777777778
10;50;3;8192;0.539765555555556
10;50;4;1024;0.370888888888889
10;50;4;2048;0.393092222222222
10;50;4;4096;0.462607777777778
10;50;4;8192;0.844284444444445
10;50;5;1024;0.706586666666667
10;50;5;2048;0.733023333333333
10;50;5;4096;0.884814444444445
10;50;5;8192;1.66018888888889
10;50;6;1024;1.00436333333333
10;50;6;2048;1.04426333333333
10;50;6;4096;1.36791333333333
10;50;6;8192;2.88758222222222
10;50;7;1024;1.57781
10;50;7;2048;1.62148111111111
10;50;7;4096;2.19213444444444
10;50;7;8192;4.64168888888889
