1, 256, 8192, 2.858230 , 66.000000 
1, 256, 8192, 2.856318 , 66.000000 
1, 256, 8192, 2.857226 , 66.000000 
2, 256, 1024, 12.622480 , 133.000000 
2, 256, 1024, 12.558962 , 133.000000 
2, 256, 1024, 12.545191 , 133.000000 
2, 256, 1024, 12.565907 , 133.000000 
2, 256, 1024, 12.558213 , 133.000000 
2, 256, 1024, 12.553410 , 133.000000 
2, 256, 1024, 12.561482 , 133.000000 
2, 256, 1024, 12.554926 , 133.000000 
2, 256, 1024, 12.553315 , 133.000000 
2, 256, 1024, 12.554883 , 133.000000 
2, 256, 2048, 12.588888 , 133.000000 
2, 256, 2048, 12.580195 , 133.000000 
2, 256, 2048, 12.586103 , 133.000000 
2, 256, 2048, 12.583245 , 133.000000 
2, 256, 2048, 12.590361 , 133.000000 
2, 256, 2048, 12.592888 , 133.000000 
2, 256, 2048, 12.587975 , 133.000000 
2, 256, 2048, 12.585674 , 133.000000 
2, 256, 2048, 12.586642 , 133.000000 
2, 256, 2048, 12.589013 , 133.000000 
2, 256, 4096, 12.624832 , 133.000000 
2, 256, 4096, 12.626989 , 133.000000 
2, 256, 4096, 12.625354 , 133.000000 
2, 256, 4096, 12.627515 , 133.000000 
2, 256, 4096, 12.625418 , 133.000000 
2, 256, 4096, 12.629897 , 133.000000 
2, 256, 4096, 12.626354 , 133.000000 
2, 256, 4096, 12.626161 , 133.000000 
2, 256, 4096, 12.628002 , 133.000000 
2, 256, 4096, 12.632476 , 133.000000 
2, 256, 8192, 12.862707 , 133.000000 
2, 256, 8192, 12.934859 , 133.000000 
2, 256, 8192, 12.935981 , 133.000000 
2, 256, 8192, 12.936322 , 133.000000 
2, 256, 8192, 12.936195 , 133.000000 
2, 256, 8192, 12.932715 , 133.000000 
2, 256, 8192, 12.931270 , 133.000000 
2, 256, 8192, 12.933744 , 133.000000 
2, 256, 8192, 12.930399 , 133.000000 
2, 256, 8192, 12.934519 , 133.000000 
3, 256, 1024, 26.769804 , 200.000000 
3, 256, 1024, 26.704117 , 200.000000 
3, 256, 1024, 26.711838 , 200.000000 
3, 256, 1024, 26.737588 , 200.000000 
3, 256, 1024, 26.728823 , 200.000000 
3, 256, 1024, 26.725271 , 200.000000 
3, 256, 1024, 26.722851 , 200.000000 
3, 256, 1024, 26.708021 , 200.000000 
3, 256, 1024, 26.720596 , 200.000000 
3, 256, 1024, 26.710114 , 200.000000 
3, 256, 2048, 26.767927 , 200.000000 
3, 256, 2048, 26.770661 , 200.000000 
3, 256, 2048, 26.783464 , 200.000000 
3, 256, 2048, 26.778401 , 200.000000 
3, 256, 2048, 26.765100 , 200.000000 
3, 256, 2048, 26.775798 , 200.000000 
3, 256, 2048, 26.747559 , 200.000000 
3, 256, 2048, 26.772270 , 200.000000 
3, 256, 2048, 26.771672 , 200.000000 
3, 256, 2048, 26.763635 , 200.000000 
3, 256, 4096, 26.834529 , 200.000000 
3, 256, 4096, 26.831920 , 200.000000 
3, 256, 4096, 26.834574 , 200.000000 
3, 256, 4096, 26.836197 , 200.000000 
3, 256, 4096, 26.841076 , 200.000000 
3, 256, 4096, 26.830504 , 200.000000 
3, 256, 4096, 26.827176 , 200.000000 
3, 256, 4096, 26.826333 , 200.000000 
3, 256, 4096, 26.846144 , 200.000000 
3, 256, 4096, 26.836743 , 200.000000 
3, 256, 8192, 27.231038 , 200.000000 
3, 256, 8192, 27.226591 , 200.000000 
3, 256, 8192, 27.227406 , 200.000000 
3, 256, 8192, 27.238869 , 200.000000 
3, 256, 8192, 27.232185 , 200.000000 
3, 256, 8192, 27.238409 , 200.000000 
3, 256, 8192, 27.226067 , 200.000000 
3, 256, 8192, 27.229735 , 200.000000 
3, 256, 8192, 27.227903 , 200.000000 
3, 256, 8192, 27.233020 , 200.000000 
4, 256, 1024, 49.026140 , 268.000000 
4, 256, 1024, 48.973880 , 268.000000 
4, 256, 1024, 48.966693 , 268.000000 
4, 256, 1024, 48.975510 , 268.000000 
4, 256, 1024, 48.989477 , 268.000000 
4, 256, 1024, 48.965900 , 268.000000 
4, 256, 1024, 48.946436 , 268.000000 
4, 256, 1024, 48.969640 , 268.000000 
4, 256, 1024, 48.968585 , 268.000000 
4, 256, 1024, 48.958554 , 267.000000 
4, 256, 2048, 49.101974 , 268.000000 
4, 256, 2048, 49.126371 , 268.000000 
4, 256, 2048, 49.104949 , 267.000000 
4, 256, 2048, 49.100283 , 268.000000 
4, 256, 2048, 49.080275 , 267.000000 
4, 256, 2048, 49.122275 , 268.000000 
4, 256, 2048, 49.115641 , 268.000000 
4, 256, 2048, 49.092988 , 268.000000 
4, 256, 2048, 49.083357 , 268.000000 
4, 256, 2048, 49.102622 , 268.000000 
4, 256, 4096, 49.288785 , 267.000000 
4, 256, 4096, 49.287418 , 267.000000 
4, 256, 4096, 49.266338 , 267.000000 
4, 256, 4096, 49.263697 , 268.000000 
4, 256, 4096, 49.241911 , 267.000000 
4, 256, 4096, 49.258036 , 268.000000 
4, 256, 4096, 49.243000 , 267.000000 
4, 256, 4096, 49.236488 , 268.000000 
4, 256, 4096, 49.231772 , 268.000000 
4, 256, 4096, 49.244129 , 267.000000 
4, 256, 8192, 49.892322 , 268.000000 
4, 256, 8192, 49.964240 , 267.000000 
4, 256, 8192, 49.997161 , 267.000000 
4, 256, 8192, 50.010719 , 267.000000 
4, 256, 8192, 49.965664 , 267.000000 
4, 256, 8192, 49.989946 , 267.000000 
4, 256, 8192, 49.975573 , 267.000000 
4, 256, 8192, 49.968070 , 267.000000 
4, 256, 8192, 49.987511 , 268.000000 
4, 256, 8192, 50.000581 , 267.000000 
5, 256, 1024, 79.640658 , 336.000000 
5, 256, 1024, 79.558871 , 336.000000 
5, 256, 1024, 79.584278 , 336.000000 
5, 256, 1024, 78.952719 , 336.000000 
5, 256, 1024, 78.941302 , 336.000000 
5, 256, 1024, 78.966943 , 336.000000 
5, 256, 1024, 78.947517 , 336.000000 
5, 256, 1024, 78.946220 , 336.000000 
5, 256, 1024, 78.904811 , 336.000000 
5, 256, 1024, 78.915308 , 336.000000 
5, 256, 2048, 79.126810 , 336.000000 
5, 256, 2048, 79.094050 , 336.000000 
5, 256, 2048, 79.103184 , 336.000000 
5, 256, 2048, 79.185706 , 336.000000 
5, 256, 2048, 79.122247 , 336.000000 
5, 256, 2048, 79.116722 , 336.000000 
5, 256, 2048, 79.122146 , 336.000000 
5, 256, 2048, 79.102043 , 336.000000 
5, 256, 2048, 79.094787 , 336.000000 
5, 256, 2048, 79.147397 , 336.000000 
5, 256, 4096, 79.875140 , 336.000000 
5, 256, 4096, 79.989772 , 336.000000 
5, 256, 4096, 80.020442 , 336.000000 
5, 256, 4096, 79.942985 , 336.000000 
5, 256, 4096, 80.009833 , 336.000000 
5, 256, 4096, 80.004618 , 336.000000 
5, 256, 4096, 79.983484 , 336.000000 
5, 256, 4096, 79.997460 , 336.000000 
5, 256, 4096, 80.050296 , 336.000000 
5, 256, 4096, 79.989320 , 336.000000 
5, 256, 8192, 81.639097 , 336.000000 
5, 256, 8192, 81.592106 , 336.000000 
5, 256, 8192, 81.624752 , 336.000000 
5, 256, 8192, 81.635905 , 336.000000 
5, 256, 8192, 81.607715 , 336.000000 
5, 256, 8192, 81.634581 , 336.000000 
5, 256, 8192, 81.666328 , 336.000000 
5, 256, 8192, 81.630526 , 335.000000 
5, 256, 8192, 81.620534 , 335.000000 
5, 256, 8192, 81.582212 , 336.000000 

