0, 256, 1024, 0.444479 , 21.000000 
0, 256, 1024, 0.373304 , 21.000000 
0, 256, 1024, 0.373283 , 21.000000 
0, 256, 1024, 0.372637 , 21.000000 
0, 256, 1024, 0.372663 , 21.000000 
0, 256, 1024, 0.373412 , 21.000000 
0, 256, 1024, 0.373393 , 21.000000 
0, 256, 1024, 0.373278 , 21.000000 
0, 256, 1024, 0.373258 , 21.000000 
0, 256, 1024, 0.375975 , 21.000000 
0, 256, 2048, 0.378679 , 21.000000 
0, 256, 2048, 0.378334 , 21.000000 
0, 256, 2048, 0.378388 , 21.000000 
0, 256, 2048, 0.378050 , 21.000000 
0, 256, 2048, 0.378143 , 21.000000 
0, 256, 2048, 0.379636 , 21.000000 
0, 256, 2048, 0.379698 , 21.000000 
0, 256, 2048, 0.378804 , 21.000000 
0, 256, 2048, 0.378898 , 21.000000 
0, 256, 2048, 0.378610 , 21.000000 
0, 256, 4096, 0.382697 , 21.000000 
0, 256, 4096, 0.382928 , 21.000000 
0, 256, 4096, 0.382973 , 21.000000 
0, 256, 4096, 0.382850 , 21.000000 
0, 256, 4096, 0.382944 , 21.000000 
0, 256, 4096, 0.382924 , 21.000000 
0, 256, 4096, 0.382926 , 21.000000 
0, 256, 4096, 0.382681 , 21.000000 
0, 256, 4096, 0.382693 , 21.000000 
0, 256, 4096, 0.382814 , 21.000000 
0, 256, 8192, 0.394530 , 21.000000 
0, 256, 8192, 0.395334 , 21.000000 
0, 256, 8192, 0.395137 , 21.000000 
0, 256, 8192, 0.395139 , 21.000000 
0, 256, 8192, 0.395238 , 21.000000 
0, 256, 8192, 0.395218 , 21.000000 
0, 256, 8192, 0.395179 , 21.000000 
0, 256, 8192, 0.394684 , 21.000000 
0, 256, 8192, 0.395436 , 21.000000 
0, 256, 8192, 0.395805 , 21.000000 
1, 256, 1024, 2.793839 , 66.000000 
1, 256, 1024, 2.725444 , 66.000000 
1, 256, 1024, 2.723158 , 66.000000 
1, 256, 1024, 2.727109 , 66.000000 
1, 256, 1024, 2.728588 , 66.000000 
1, 256, 1024, 2.725265 , 66.000000 
1, 256, 1024, 2.729553 , 66.000000 
1, 256, 1024, 2.748674 , 66.000000 
1, 256, 1024, 2.749522 , 66.000000 
1, 256, 1024, 2.748053 , 66.000000 
1, 256, 2048, 2.769269 , 66.000000 
1, 256, 2048, 2.768107 , 66.000000 
1, 256, 2048, 2.767637 , 66.000000 
1, 256, 2048, 2.769156 , 66.000000 
1, 256, 2048, 2.766030 , 66.000000 
1, 256, 2048, 2.765925 , 66.000000 
1, 256, 2048, 2.766294 , 66.000000 
1, 256, 2048, 2.767501 , 66.000000 
1, 256, 2048, 2.765820 , 66.000000 
1, 256, 2048, 2.766494 , 66.000000 
1, 256, 4096, 2.782599 , 66.000000 
1, 256, 4096, 2.783346 , 66.000000 
1, 256, 4096, 2.781536 , 66.000000 
1, 256, 4096, 2.781970 , 66.000000 
1, 256, 4096, 2.781421 , 66.000000 
1, 256, 4096, 2.788631 , 66.000000 
1, 256, 4096, 2.803524 , 66.000000 
1, 256, 4096, 2.804405 , 66.000000 
1, 256, 4096, 2.803991 , 66.000000 
1, 256, 4096, 2.802910 , 66.000000 
1, 256, 8192, 2.859297 , 66.000000 
1, 256, 8192, 2.860064 , 66.000000 
1, 256, 8192, 2.857973 , 66.000000 
1, 256, 8192, 2.856711 , 66.000000 
1, 256, 8192, 2.859139 , 66.000000 
1, 256, 8192, 2.859456 , 66.000000 
1, 256, 8192, 2.856390 , 66.000000 
