38,194,198,318,442,783,1002,1173,1291,2392
0.003558,0.041332,0.044372,0.12788,0.2151,0.845198,1.6744,2.233096,3.11039,16.86713
0.003734,0.041228,0.044716,0.127402,0.217562,0.876544,1.702902,2.614164,3.39498,20.382612
0.004336,0.0504,0.053708,0.164208,0.311416,1.640718,2.8659,4.764178,6.062762,31.219654
0.004696,0.103488,0.10579,0.399544,0.929816,3.727198,6.21666,10.544356,13.07996,65.04719
