38,194,198,318,442,783,1002,1173,1291,2392
0.001894,0.004618,0.004552,0.008956,0.013916,0.03491,0.042306,0.05869,0.075954,0.190546
0.0002975,0.0012575,0.0012575,0.00275,0.0052175,0.03204,0.0291225,0.0415125,0.017415,0.23469
5.4E-05,4.6E-05,4.6E-05,5.2E-05,5.8E-05,9E-05,0.00011,0.000136,0.000152,0.000436
0.001012,0.01108,0.01165,0.030588,0.058702,0.194838,0.347236,0.42095,0.464752,0.846022
0.05337,0.61998,0.66558,1.9182,3.2265,12.67797,25.116,33.49644,46.65585,253.00695
0.00285,0.01305,0.01284,0.0231,0.03348,0.06183,0.0792,0.09627,0.1059,0.19689
0.00285,0.01293,0.01275,0.0228,0.03225,0.06336,0.08022,0.09702,0.1062,0.19641
0.0006,0.00048,0.00048,0.00063,0.0006,0.00093,0.00102,0.00111,0.00135,0.00207
0.00066,0.0024,0.0024,0.006,0.0114,0.03606,0.05895,0.07086,0.0777,0.14355
0.002064,0.007458,0.007618,0.017238,0.018932,0.038292,0.05558,0.06873,0.084132,0.233828
0.000302,0.001264,0.001298,0.002768,0.00536,0.017984,0.030704,0.041452,0.050406,0.21352
5E-05,4.4E-05,4.8E-05,5E-05,5.6E-05,8.8E-05,0.000114,0.00013,0.000152,0.0004
0.00101,0.011098,0.011672,0.030338,0.058696,0.197954,0.344862,0.419422,0.465446,0.823026
0.05601,0.61842,0.67074,1.91103,3.26343,13.14816,25.54353,39.21246,50.9247,305.73918
0.00285,0.01305,0.0129,0.02328,0.0342,0.06447,0.08088,0.09783,0.10716,0.19806
0.00285,0.01293,0.01275,0.02277,0.0348,0.06465,0.08085,0.09765,0.10692,0.19752
0.0006,0.0006,0.0006,0.00075,0.00075,0.0009,0.00117,0.00114,0.00153,0.00192
0.00066,0.0024,0.0024,0.006,0.0114,0.03585,0.05868,0.07068,0.07776,0.14358
0.002686,0.011774,0.012058,0.019722,0.029644,0.062336,0.084484,0.096336,0.114072,0.283978
0.00031,0.001306,0.001338,0.002876,0.005976,0.019032,0.029794,0.041028,0.053264,0.214348
4.8E-05,5.2E-05,5.2E-05,5.2E-05,6.2E-05,9E-05,0.000112,0.000134,0.00016,0.000402
0.000982,0.011144,0.01167,0.030336,0.058688,0.19438,0.346712,0.420944,0.46782,0.828274
0.06504,0.756,0.80562,2.46312,4.67124,24.61077,42.9885,71.46267,90.94143,468.29481
0.00279,0.01344,0.0132,0.02493,0.03585,0.06534,0.08205,0.09903,0.10851,0.20031
0.00279,0.01311,0.01281,0.02499,0.036,0.06519,0.08184,0.0987,0.1083,0.19959
0.0006,0.0006,0.00063,0.00084,0.00078,0.00129,0.00129,0.0015,0.00153,0.0024
0.0006,0.0024,0.0024,0.00603,0.0114,0.03609,0.05916,0.07125,0.07836,0.14478
0.005084,0.021338,0.02152,0.038276,0.051116,0.094354,0.126015,0.153074,0.175266,0.387236
0.000304,0.001418,0.001424,0.00334,0.006278,0.018494,0.0294475,0.040946,0.049848,0.211628
5E-05,5.2E-05,5.4E-05,6E-05,6E-05,9.2E-05,0.0001125,0.000142,0.00015,0.00043
0.0009,0.012006,0.01168,0.03034,0.05876,0.196258,0.3489975,0.423164,0.472072,0.838282
0.07044,1.55232,1.58685,5.99316,13.94724,55.90797,93.2499,158.16534,196.1994,975.70785
0.00303,0.01452,0.01437,0.0255,0.03645,0.06648,0.0834375,0.10056,0.11028,0.20244
0.003,0.01446,0.01425,0.02535,0.0363,0.06624,0.0831,0.10005,0.10989,0.2016
0.0006,0.00066,0.00072,0.00087,0.0009,0.00153,0.0014625,0.00201,0.00177,0.00234
0.0006,0.00243,0.00252,0.00603,0.01143,0.03645,0.0597,0.07176,0.07899,0.1449
